Title,Artist,Link bài hát,Link .m4a,Link .mp3
Come Close (Extended Mix),Vini Vici; Neelix; MKLA,https://chiasenhac.vn/mp3/vini-vici-neelix-mkla/come-close-extended-mix-tsv7mc0rqt8vna.html,https://data25.chiasenhac.com/download2/2203/3/2202273-16eed74b/32/Come%20Close%20Extended%20Mix_%20-%20Vini%20Vici_%20Ne.m4a,https://data25.chiasenhac.com/download2/2203/3/2202273-16eed74b/128/Come%20Close%20Extended%20Mix_%20-%20Vini%20Vici_%20Ne.mp3
Come Close,Vini Vici; Neelix; MKLA,https://chiasenhac.vn/mp3/vini-vici-neelix-mkla/come-close-tsv7mc0bqt8vnq.html,https://data25.chiasenhac.com/download2/2203/3/2202272-c8fc9739/32/Come%20Close%20-%20Vini%20Vici_%20Neelix_%20MKLA.m4a,https://data25.chiasenhac.com/download2/2203/3/2202272-c8fc9739/128/Come%20Close%20-%20Vini%20Vici_%20Neelix_%20MKLA.mp3
Another Level (Extended Mix),Timmy Trumpet; Lovespeake,https://chiasenhac.vn/mp3/timmy-trumpet-lovespeake/another-level-extended-mix-tsv7mc0cqt8vnv.html,https://data25.chiasenhac.com/download2/2203/3/2202271-d583753d/32/Another%20Level%20Extended%20Mix_%20-%20Timmy%20Trum.m4a,https://data25.chiasenhac.com/download2/2203/3/2202271-d583753d/128/Another%20Level%20Extended%20Mix_%20-%20Timmy%20Trum.mp3
Another Level,Timmy Trumpet; Lovespeake,https://chiasenhac.vn/mp3/timmy-trumpet-lovespeake/another-level-tsv7mc0dqt8vnm.html,https://data25.chiasenhac.com/download2/2203/3/2202270-324a48f5/32/Another%20Level%20-%20Timmy%20Trumpet_%20Lovespeak.m4a,https://data25.chiasenhac.com/download2/2203/3/2202270-324a48f5/128/Another%20Level%20-%20Timmy%20Trumpet_%20Lovespeak.mp3
Producer Man,Lyn Lapid,https://chiasenhac.vn/mp3/lyn-lapid/producer-man-tsv7mc0tqt8vnf.html,https://data25.chiasenhac.com/download2/2203/3/2202268-ec35b6fa/32/Producer%20Man%20-%20Lyn%20Lapid.m4a,https://data25.chiasenhac.com/download2/2203/3/2202268-ec35b6fa/128/Producer%20Man%20-%20Lyn%20Lapid.mp3
Can You Feel It (Feel It) (Extended Mix),Swatkat; RoRoll,https://chiasenhac.vn/mp3/swatkat-roroll/can-you-feel-it-feel-it-extended-mix-tsv7mczdqt8v1m.html,https://data25.chiasenhac.com/download2/2203/3/2202254-e0c5bbd8/32/Can%20You%20Feel%20It%20Feel%20It_%20Extended%20Mix_%20-.m4a,https://data25.chiasenhac.com/download2/2203/3/2202254-e0c5bbd8/128/Can%20You%20Feel%20It%20Feel%20It_%20Extended%20Mix_%20-.mp3
Can You Feel It (Feel It),Swatkat; RoRoll,https://chiasenhac.vn/mp3/swatkat-roroll/can-you-feel-it-feel-it-tsv7mczqqt8v1e.html,https://data25.chiasenhac.com/download2/2203/3/2202253-cb3cfb1f/32/Can%20You%20Feel%20It%20Feel%20It_%20-%20Swatkat_%20RoRo.m4a,https://data25.chiasenhac.com/download2/2203/3/2202253-cb3cfb1f/128/Can%20You%20Feel%20It%20Feel%20It_%20-%20Swatkat_%20RoRo.mp3
Tequila (Extended Mix),Paul Kold; Gramophonedzie,https://chiasenhac.vn/mp3/paul-kold-gramophonedzie/tequila-extended-mix-tsv7mcztqt8v1f.html,https://data25.chiasenhac.com/download2/2203/3/2202252-767fdaab/32/Tequila%20Extended%20Mix_%20-%20Paul%20Kold_%20Gramo.m4a,https://data25.chiasenhac.com/download2/2203/3/2202252-767fdaab/128/Tequila%20Extended%20Mix_%20-%20Paul%20Kold_%20Gramo.mp3
Tequila,Paul Kold; Gramophonedzie,https://chiasenhac.vn/mp3/paul-kold-gramophonedzie/tequila-tsv7mcv0qt8v2n.html,https://data25.chiasenhac.com/download2/2203/3/2202251-c2271984/32/Tequila%20-%20Paul%20Kold_%20Gramophonedzie.m4a,https://data25.chiasenhac.com/download2/2203/3/2202251-c2271984/128/Tequila%20-%20Paul%20Kold_%20Gramophonedzie.mp3
The Night (Extended Mix),Cloudrider; Nathan Brumley,https://chiasenhac.vn/mp3/cloudrider-nathan-brumley/the-night-extended-mix-tsv7mcvzqt8v21.html,https://data25.chiasenhac.com/download2/2203/3/2202250-99992e54/32/The%20Night%20Extended%20Mix_%20-%20Cloudrider_%20Na.m4a,https://data25.chiasenhac.com/download2/2203/3/2202250-99992e54/128/The%20Night%20Extended%20Mix_%20-%20Cloudrider_%20Na.mp3
The Night,Cloudrider; Nathan Brumley,https://chiasenhac.vn/mp3/cloudrider-nathan-brumley/the-night-tsv7mcvvqt8v22.html,https://data25.chiasenhac.com/download2/2203/3/2202249-60e61fe6/32/The%20Night%20-%20Cloudrider_%20Nathan%20Brumley.m4a,https://data25.chiasenhac.com/download2/2203/3/2202249-60e61fe6/128/The%20Night%20-%20Cloudrider_%20Nathan%20Brumley.mp3
Ibiza (Extended Mix),Bryan V,https://chiasenhac.vn/mp3/bryan-v/ibiza-extended-mix-tsv7mcv3qt8v2w.html,https://data25.chiasenhac.com/download2/2203/3/2202248-54134d97/32/Ibiza%20Extended%20Mix_%20-%20Bryan%20V.m4a,https://data25.chiasenhac.com/download2/2203/3/2202248-54134d97/128/Ibiza%20Extended%20Mix_%20-%20Bryan%20V.mp3
Ibiza,Bryan V,https://chiasenhac.vn/mp3/bryan-v/ibiza-tsv7mcvsqt8v24.html,https://data25.chiasenhac.com/download2/2203/3/2202247-f086a268/32/Ibiza%20-%20Bryan%20V.m4a,https://data25.chiasenhac.com/download2/2203/3/2202247-f086a268/128/Ibiza%20-%20Bryan%20V.mp3
Be The One (Extended Mix),Hreez,https://chiasenhac.vn/mp3/hreez/be-the-one-extended-mix-tsv7mcv6qt8v2k.html,https://data25.chiasenhac.com/download2/2203/3/2202245-a12eb0e0/32/Be%20The%20One%20Extended%20Mix_%20-%20Hreez.m4a,https://data25.chiasenhac.com/download2/2203/3/2202245-a12eb0e0/128/Be%20The%20One%20Extended%20Mix_%20-%20Hreez.mp3
Be The One,Hreez,https://chiasenhac.vn/mp3/hreez/be-the-one-tsv7mcv7qt8v2t.html,https://data25.chiasenhac.com/download2/2203/3/2202244-7a8362f6/32/Be%20The%20One%20-%20Hreez.m4a,https://data25.chiasenhac.com/download2/2203/3/2202244-7a8362f6/128/Be%20The%20One%20-%20Hreez.mp3
2 Times (Dimitri Vegas Extended Edit),Dino Warriors; Sound Of Legend; Polina Grace,https://chiasenhac.vn/mp3/dino-warriors-sound-of-legend-polina-grace/2-times-dimitri-vegas-extended-edit-tsv7mcvmqt8v28.html,https://data25.chiasenhac.com/download2/2203/3/2202243-887f80e9/32/2%20Times%20Dimitri%20Vegas%20Extended%20Edit_%20-%20D.m4a,https://data25.chiasenhac.com/download2/2203/3/2202243-887f80e9/128/2%20Times%20Dimitri%20Vegas%20Extended%20Edit_%20-%20D.mp3
2 Times (Dimitri Vegas Edit),Dino Warriors; Sound Of Legend; Polina Grace,https://chiasenhac.vn/mp3/dino-warriors-sound-of-legend-polina-grace/2-times-dimitri-vegas-edit-tsv7mcvwqt8v29.html,https://data25.chiasenhac.com/download2/2203/3/2202242-195a234c/32/2%20Times%20Dimitri%20Vegas%20Edit_%20-%20Dino%20Warri.m4a,https://data25.chiasenhac.com/download2/2203/3/2202242-195a234c/128/2%20Times%20Dimitri%20Vegas%20Edit_%20-%20Dino%20Warri.mp3
Cardio (Extended Mix),Sam Collins; Alexso,https://chiasenhac.vn/mp3/sam-collins-alexso/cardio-extended-mix-tsv7mcvrqt8v2a.html,https://data25.chiasenhac.com/download2/2203/3/2202241-7c4bdb50/32/Cardio%20Extended%20Mix_%20-%20Sam%20Collins_%20Alex.m4a,https://data25.chiasenhac.com/download2/2203/3/2202241-7c4bdb50/128/Cardio%20Extended%20Mix_%20-%20Sam%20Collins_%20Alex.mp3
Cardi,Sam Collins; Alexso,https://chiasenhac.vn/mp3/sam-collins-alexso/cardi-tsv7mcvbqt8v2q.html,https://data25.chiasenhac.com/download2/2203/3/2202240-f804be61/32/Cardi%20-%20Sam%20Collins_%20Alexso.m4a,https://data25.chiasenhac.com/download2/2203/3/2202240-f804be61/128/Cardi%20-%20Sam%20Collins_%20Alexso.mp3
Sandstorm (Extended Mix),MATTN; Selva,https://chiasenhac.vn/mp3/mattn-selva/sandstorm-extended-mix-tsv7mcvdqt8v2m.html,https://data25.chiasenhac.com/download2/2203/3/2202238-9bc69787/32/Sandstorm%20Extended%20Mix_%20-%20MATTN_%20Selva.m4a,https://data25.chiasenhac.com/download2/2203/3/2202238-9bc69787/128/Sandstorm%20Extended%20Mix_%20-%20MATTN_%20Selva.mp3
Sandstorm,MATTN; Selva,https://chiasenhac.vn/mp3/mattn-selva/sandstorm-tsv7mcvqqt8v2e.html,https://data25.chiasenhac.com/download2/2203/3/2202237-9e080450/32/Sandstorm%20-%20MATTN_%20Selva.m4a,https://data25.chiasenhac.com/download2/2203/3/2202237-9e080450/128/Sandstorm%20-%20MATTN_%20Selva.mp3
You Don't Know (Extended Mix),Giacomo Uber,https://chiasenhac.vn/mp3/giacomo-uber/you-don039t-know-extended-mix-tsv7mcvtqt8v2f.html,https://data25.chiasenhac.com/download2/2203/3/2202236-3300071b/32/You%20Don_t%20Know%20Extended%20Mix_%20-%20Giacomo%20U.m4a,https://data25.chiasenhac.com/download2/2203/3/2202236-3300071b/128/You%20Don_t%20Know%20Extended%20Mix_%20-%20Giacomo%20U.mp3
You Don't Know,Giacomo Uber,https://chiasenhac.vn/mp3/giacomo-uber/you-don039t-know-tsv7mc30qt8vwn.html,https://data25.chiasenhac.com/download2/2203/3/2202235-5764deb7/32/You%20Don_t%20Know%20-%20Giacomo%20Uber.m4a,https://data25.chiasenhac.com/download2/2203/3/2202235-5764deb7/128/You%20Don_t%20Know%20-%20Giacomo%20Uber.mp3
Don't Know (Extended Mix),HINA,https://chiasenhac.vn/mp3/hina/don039t-know-extended-mix-tsv7mc3vqt8vw2.html,https://data25.chiasenhac.com/download2/2203/3/2202233-2770a6a1/32/Don_t%20Know%20Extended%20Mix_%20-%20HINA.m4a,https://data25.chiasenhac.com/download2/2203/3/2202233-2770a6a1/128/Don_t%20Know%20Extended%20Mix_%20-%20HINA.mp3
Don't Know,HINA,https://chiasenhac.vn/mp3/hina/don039t-know-tsv7mc33qt8vww.html,https://data25.chiasenhac.com/download2/2203/3/2202232-fb768137/32/Don_t%20Know%20-%20HINA.m4a,https://data25.chiasenhac.com/download2/2203/3/2202232-fb768137/128/Don_t%20Know%20-%20HINA.mp3
BOM! (Extended Mix),Gian Nobilee; Makasi; Marc Joef,https://chiasenhac.vn/mp3/gian-nobilee-makasi-marc-joef/bom-extended-mix-tsv7mc3sqt8vw4.html,https://data25.chiasenhac.com/download2/2203/3/2202231-5d200d33/32/BOM_%20Extended%20Mix_%20-%20Gian%20Nobilee_%20Makas.m4a,https://data25.chiasenhac.com/download2/2203/3/2202231-5d200d33/128/BOM_%20Extended%20Mix_%20-%20Gian%20Nobilee_%20Makas.mp3
BOM!,Gian Nobilee; Makasi; Marc Joef,https://chiasenhac.vn/mp3/gian-nobilee-makasi-marc-joef/bom-tsv7mc35qt8vwh.html,https://data25.chiasenhac.com/download2/2203/3/2202230-160e608f/32/BOM_%20-%20Gian%20Nobilee_%20Makasi_%20Marc%20Joef.m4a,https://data25.chiasenhac.com/download2/2203/3/2202230-160e608f/128/BOM_%20-%20Gian%20Nobilee_%20Makasi_%20Marc%20Joef.mp3
Numb (Extended Mix),Five; LAST 60' ' ,https://chiasenhac.vn/mp3/five-last-60039-039/numb-extended-mix-tsv7mc36qt8vwk.html,https://data25.chiasenhac.com/download2/2203/3/2202229-af9837da/32/Numb%20Extended%20Mix_%20-%20Five_%20LAST%2060_.m4a,https://data25.chiasenhac.com/download2/2203/3/2202229-af9837da/128/Numb%20Extended%20Mix_%20-%20Five_%20LAST%2060_.mp3
Numb,Five; LAST 60' ' ,https://chiasenhac.vn/mp3/five-last-60039-039/numb-tsv7mc37qt8vwt.html,https://data25.chiasenhac.com/download2/2203/3/2202228-95bf44b3/32/Numb%20-%20Five_%20LAST%2060_.m4a,https://data25.chiasenhac.com/download2/2203/3/2202228-95bf44b3/128/Numb%20-%20Five_%20LAST%2060_.mp3
Hold U (Extended Mix),Vessbroz; Daniel Chase,https://chiasenhac.vn/mp3/vessbroz-daniel-chase/hold-u-extended-mix-tsv7mc3mqt8vw8.html,https://data25.chiasenhac.com/download2/2203/3/2202227-c6d491ff/32/Hold%20U%20Extended%20Mix_%20-%20Vessbroz_%20Daniel.m4a,https://data25.chiasenhac.com/download2/2203/3/2202227-c6d491ff/128/Hold%20U%20Extended%20Mix_%20-%20Vessbroz_%20Daniel.mp3
Hold U,Vessbroz; Daniel Chase,https://chiasenhac.vn/mp3/vessbroz-daniel-chase/hold-u-tsv7mc3wqt8vw9.html,https://data25.chiasenhac.com/download2/2203/3/2202226-d39484d0/32/Hold%20U%20-%20Vessbroz_%20Daniel%20Chase.m4a,https://data25.chiasenhac.com/download2/2203/3/2202226-d39484d0/128/Hold%20U%20-%20Vessbroz_%20Daniel%20Chase.mp3
That's What I Want (Workout Extended Remix),Lil Nas X,https://chiasenhac.vn/mp3/lil-nas-x/that039s-what-i-want-workout-extended-remix-tsv7mc3rqt8vwa.html,https://data25.chiasenhac.com/download2/2203/3/2202225-d08deb15/32/That_s%20What%20I%20Want%20Workout%20Extended%20Remi.m4a,https://data25.chiasenhac.com/download2/2203/3/2202225-d08deb15/128/That_s%20What%20I%20Want%20Workout%20Extended%20Remi.mp3
That's What I Want (Workout Remix),Lil Nas X,https://chiasenhac.vn/mp3/lil-nas-x/that039s-what-i-want-workout-remix-tsv7mc3bqt8vwq.html,https://data25.chiasenhac.com/download2/2203/3/2202224-996dea77/32/That_s%20What%20I%20Want%20Workout%20Remix_%20-%20Lil.m4a,https://data25.chiasenhac.com/download2/2203/3/2202224-996dea77/128/That_s%20What%20I%20Want%20Workout%20Remix_%20-%20Lil.mp3
Oohla Oohla (Extended Mix),Tiësto; Lucas & Steve,https://chiasenhac.vn/mp3/tisto-lucas-steve/oohla-oohla-extended-mix-tsv7mc5rqt8vha.html,https://data25.chiasenhac.com/download2/2203/3/2202193-3365e6d5/32/Oohla%20Oohla%20Extended%20Mix_%20-%20Tiesto_%20Luca.m4a,https://data25.chiasenhac.com/download2/2203/3/2202193-3365e6d5/128/Oohla%20Oohla%20Extended%20Mix_%20-%20Tiesto_%20Luca.mp3
Be Something (Extended Mix),Tiësto; Ummet Ozcan; Tomhio,https://chiasenhac.vn/mp3/tisto-ummet-ozcan-tomhio/be-something-extended-mix-tsv7mc5dqt8vhm.html,https://data25.chiasenhac.com/download2/2203/3/2202190-c6d59fe5/32/Be%20Something%20Extended%20Mix_%20-%20Tiesto_%20Umm.m4a,https://data25.chiasenhac.com/download2/2203/3/2202190-c6d59fe5/128/Be%20Something%20Extended%20Mix_%20-%20Tiesto_%20Umm.mp3
Clickbait (Extended Mix),Tiësto,https://chiasenhac.vn/mp3/tisto/clickbait-extended-mix-tsv7mc60qt8vkn.html,https://data25.chiasenhac.com/download2/2203/3/2202187-8f043995/32/Clickbait%20Extended%20Mix_%20-%20Tiesto.m4a,https://data25.chiasenhac.com/download2/2203/3/2202187-8f043995/128/Clickbait%20Extended%20Mix_%20-%20Tiesto.mp3
I'll Take You High (Extended Mix),Tiësto,https://chiasenhac.vn/mp3/tisto/i039ll-take-you-high-extended-mix-tsv7mc6vqt8vk2.html,https://data25.chiasenhac.com/download2/2203/3/2202185-fe1529fb/32/I_ll%20Take%20You%20High%20Extended%20Mix_%20-%20Tiest.m4a,https://data25.chiasenhac.com/download2/2203/3/2202185-fe1529fb/128/I_ll%20Take%20You%20High%20Extended%20Mix_%20-%20Tiest.mp3
Helium (Extended Mix),Bruno Be; Suark; Niles Mason,https://chiasenhac.vn/mp3/bruno-be-suark-niles-mason/helium-extended-mix-tsv7mc70qt8vtn.html,https://data25.chiasenhac.com/download2/2203/3/2202171-82dfb5b9/32/Helium%20Extended%20Mix_%20-%20Bruno%20Be_%20Suark_.m4a,https://data25.chiasenhac.com/download2/2203/3/2202171-82dfb5b9/128/Helium%20Extended%20Mix_%20-%20Bruno%20Be_%20Suark_.mp3
Helium,Bruno Be; Suark; Niles Mason,https://chiasenhac.vn/mp3/bruno-be-suark-niles-mason/helium-tsv7mc7zqt8vt1.html,https://data25.chiasenhac.com/download2/2203/3/2202170-9c5ff6d5/32/Helium%20-%20Bruno%20Be_%20Suark_%20Niles%20Mason.m4a,https://data25.chiasenhac.com/download2/2203/3/2202170-9c5ff6d5/128/Helium%20-%20Bruno%20Be_%20Suark_%20Niles%20Mason.mp3
Bad Boy Sound (Extended Mix),Van Heden,https://chiasenhac.vn/mp3/van-heden/bad-boy-sound-extended-mix-tsv7mc77qt8vtt.html,https://data25.chiasenhac.com/download2/2203/3/2202164-d012a852/32/Bad%20Boy%20Sound%20Extended%20Mix_%20-%20Van%20Heden.m4a,https://data25.chiasenhac.com/download2/2203/3/2202164-d012a852/128/Bad%20Boy%20Sound%20Extended%20Mix_%20-%20Van%20Heden.mp3
Bad Boy Sound,Van Heden,https://chiasenhac.vn/mp3/van-heden/bad-boy-sound-tsv7mc7mqt8vt8.html,https://data25.chiasenhac.com/download2/2203/3/2202163-17b6ffee/32/Bad%20Boy%20Sound%20-%20Van%20Heden.m4a,https://data25.chiasenhac.com/download2/2203/3/2202163-17b6ffee/128/Bad%20Boy%20Sound%20-%20Van%20Heden.mp3
Ragga (Extended Mix),Herc Deeman; Nikos D,https://chiasenhac.vn/mp3/herc-deeman-nikos-d/ragga-extended-mix-tsv7mc7bqt8vtq.html,https://data25.chiasenhac.com/download2/2203/3/2202160-18879e32/32/Ragga%20Extended%20Mix_%20-%20Herc%20Deeman_%20Nikos.m4a,https://data25.chiasenhac.com/download2/2203/3/2202160-18879e32/128/Ragga%20Extended%20Mix_%20-%20Herc%20Deeman_%20Nikos.mp3
Ragga,Herc Deeman; Nikos D,https://chiasenhac.vn/mp3/herc-deeman-nikos-d/ragga-tsv7mc7cqt8vtv.html,https://data25.chiasenhac.com/download2/2203/3/2202159-aa798396/32/Ragga%20-%20Herc%20Deeman_%20Nikos%20D.m4a,https://data25.chiasenhac.com/download2/2203/3/2202159-aa798396/128/Ragga%20-%20Herc%20Deeman_%20Nikos%20D.mp3
Same Thing,Fedde Le Grand; Love Harder; Amy Grace,https://chiasenhac.vn/mp3/fedde-le-grand-love-harder-amy-grace/same-thing-tsv7mc7dqt8vtm.html,https://data25.chiasenhac.com/download2/2203/3/2202158-98896ede/32/Same%20Thing%20-%20Fedde%20Le%20Grand_%20Love%20Harder.m4a,https://data25.chiasenhac.com/download2/2203/3/2202158-98896ede/128/Same%20Thing%20-%20Fedde%20Le%20Grand_%20Love%20Harder.mp3
Fooled Me Twice (Extended Mix),NIVEK,https://chiasenhac.vn/mp3/nivek/fooled-me-twice-extended-mix-tsv7mc7qqt8vte.html,https://data25.chiasenhac.com/download2/2203/3/2202157-8fe36c4b/32/Fooled%20Me%20Twice%20Extended%20Mix_%20-%20NIVEK.m4a,https://data25.chiasenhac.com/download2/2203/3/2202157-8fe36c4b/128/Fooled%20Me%20Twice%20Extended%20Mix_%20-%20NIVEK.mp3
Fooled Me Twice,NIVEK,https://chiasenhac.vn/mp3/nivek/fooled-me-twice-tsv7mc7tqt8vtf.html,https://data25.chiasenhac.com/download2/2203/3/2202156-3b17cd5d/32/Fooled%20Me%20Twice%20-%20NIVEK.m4a,https://data25.chiasenhac.com/download2/2203/3/2202156-3b17cd5d/128/Fooled%20Me%20Twice%20-%20NIVEK.mp3
Back In Future (Extended Mix),Lion; VENCOR,https://chiasenhac.vn/mp3/lion-vencor/back-in-future-extended-mix-tsv7mcm0qt8v8n.html,https://data25.chiasenhac.com/download2/2203/3/2202155-7357b4da/32/Back%20In%20Future%20Extended%20Mix_%20-%20Lion_%20VEN.m4a,https://data25.chiasenhac.com/download2/2203/3/2202155-7357b4da/128/Back%20In%20Future%20Extended%20Mix_%20-%20Lion_%20VEN.mp3
Back In Future,Lion; VENCOR,https://chiasenhac.vn/mp3/lion-vencor/back-in-future-tsv7mcmzqt8v81.html,https://data25.chiasenhac.com/download2/2203/3/2202154-906f0b88/32/Back%20In%20Future%20-%20Lion_%20VENCOR.m4a,https://data25.chiasenhac.com/download2/2203/3/2202154-906f0b88/128/Back%20In%20Future%20-%20Lion_%20VENCOR.mp3
Right Now,Dowell,https://chiasenhac.vn/mp3/dowell/right-now-tsv7mcmvqt8v82.html,https://data25.chiasenhac.com/download2/2203/3/2202153-6e7d9aee/32/Right%20Now%20-%20Dowell.m4a,https://data25.chiasenhac.com/download2/2203/3/2202153-6e7d9aee/128/Right%20Now%20-%20Dowell.mp3
Beautiful (Strings Mix),Lana Del Rey,https://chiasenhac.vn/mp3/lana-del-rey/beautiful-strings-mix-tsv7mcm7qt8v8t.html,https://data25.chiasenhac.com/download2/2203/3/2202148-14d6b573/32/Beautiful%20Strings%20Mix_%20-%20Lana%20Del%20Rey.m4a,https://data25.chiasenhac.com/download2/2203/3/2202148-14d6b573/128/Beautiful%20Strings%20Mix_%20-%20Lana%20Del%20Rey.mp3
Sweet California,Lana Del Rey,https://chiasenhac.vn/mp3/lana-del-rey/sweet-california-tsv7mcmmqt8v88.html,https://data25.chiasenhac.com/download2/2203/3/2202147-e4733f4f/32/Sweet%20California%20-%20Lana%20Del%20Rey.m4a,https://data25.chiasenhac.com/download2/2203/3/2202147-e4733f4f/128/Sweet%20California%20-%20Lana%20Del%20Rey.mp3
Cherry Blossom,Lana Del Rey,https://chiasenhac.vn/mp3/lana-del-rey/cherry-blossom-tsv7mcmwqt8v89.html,https://data25.chiasenhac.com/download2/2203/3/2202146-37433e35/32/Cherry%20Blossom%20-%20Lana%20Del%20Rey.m4a,https://data25.chiasenhac.com/download2/2203/3/2202146-37433e35/128/Cherry%20Blossom%20-%20Lana%20Del%20Rey.mp3
Living Legend,Lana Del Rey,https://chiasenhac.vn/mp3/lana-del-rey/living-legend-tsv7mcmrqt8v8a.html,https://data25.chiasenhac.com/download2/2203/3/2202145-d83fbdf3/32/Living%20Legend%20-%20Lana%20Del%20Rey.m4a,https://data25.chiasenhac.com/download2/2203/3/2202145-d83fbdf3/128/Living%20Legend%20-%20Lana%20Del%20Rey.mp3
Nectar of the Gods,Lana Del Rey,https://chiasenhac.vn/mp3/lana-del-rey/nectar-of-the-gods-tsv7mcmbqt8v8q.html,https://data25.chiasenhac.com/download2/2203/3/2202144-7fc5ff91/32/Nectar%20of%20the%20Gods%20-%20Lana%20Del%20Rey.m4a,https://data25.chiasenhac.com/download2/2203/3/2202144-7fc5ff91/128/Nectar%20of%20the%20Gods%20-%20Lana%20Del%20Rey.mp3
Wildflower Wildfire,Lana Del Rey,https://chiasenhac.vn/mp3/lana-del-rey/wildflower-wildfire-tsv7mcmcqt8v8v.html,https://data25.chiasenhac.com/download2/2203/3/2202143-fc5698ea/32/Wildflower%20Wildfire%20-%20Lana%20Del%20Rey.m4a,https://data25.chiasenhac.com/download2/2203/3/2202143-fc5698ea/128/Wildflower%20Wildfire%20-%20Lana%20Del%20Rey.mp3
