Title,Artist,Link bài hát,Link .m4a,Link .mp3
Em Đã Chọn Anh Ấy (Sara Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-sara-remix-tsv7mc66qt8vkk.html,https://data25.chiasenhac.com/download2/2203/3/2202181-335ec0fc/32/Em%20Da%20Chon%20Anh%20Ay%20Sara%20Remix_%20-%20Kalee%20Ho.m4a,https://data25.chiasenhac.com/download2/2203/3/2202181-335ec0fc/128/Em%20Da%20Chon%20Anh%20Ay%20Sara%20Remix_%20-%20Kalee%20Ho.mp3
Em Đã Chọn Anh Ấy (T-Bag Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-t-bag-remix-tsv7mc67qt8vkt.html,https://data25.chiasenhac.com/download2/2203/3/2202180-73398048/32/Em%20Da%20Chon%20Anh%20Ay%20T-Bag%20Remix_%20-%20Kalee%20H.m4a,https://data25.chiasenhac.com/download2/2203/3/2202180-73398048/128/Em%20Da%20Chon%20Anh%20Ay%20T-Bag%20Remix_%20-%20Kalee%20H.mp3
Em Đã Chọn Anh Ấy (A.W Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-aw-remix-tsv7mc6mqt8vk8.html,https://data25.chiasenhac.com/download2/2203/3/2202179-a705c7d1/32/Em%20Da%20Chon%20Anh%20Ay%20A_W%20Remix_%20-%20Kalee%20Hoa.m4a,https://data25.chiasenhac.com/download2/2203/3/2202179-a705c7d1/128/Em%20Da%20Chon%20Anh%20Ay%20A_W%20Remix_%20-%20Kalee%20Hoa.mp3
Em Đã Chọn Anh Ấy (ACK Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-ack-remix-tsv7mc6wqt8vk9.html,https://data25.chiasenhac.com/download2/2203/3/2202178-7d345356/32/Em%20Da%20Chon%20Anh%20Ay%20ACK%20Remix_%20-%20Kalee%20Hoa.m4a,https://data25.chiasenhac.com/download2/2203/3/2202178-7d345356/128/Em%20Da%20Chon%20Anh%20Ay%20ACK%20Remix_%20-%20Kalee%20Hoa.mp3
Em Đã Chọn Anh Ấy (Blak Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-blak-remix-tsv7mc6rqt8vka.html,https://data25.chiasenhac.com/download2/2203/3/2202177-a9913886/32/Em%20Da%20Chon%20Anh%20Ay%20Blak%20Remix_%20-%20Kalee%20Ho.m4a,https://data25.chiasenhac.com/download2/2203/3/2202177-a9913886/128/Em%20Da%20Chon%20Anh%20Ay%20Blak%20Remix_%20-%20Kalee%20Ho.mp3
Em Đã Chọn Anh Ấy (Brookz Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-brookz-remix-tsv7mc6bqt8vkq.html,https://data25.chiasenhac.com/download2/2203/3/2202176-2f2eed4b/32/Em%20Da%20Chon%20Anh%20Ay%20Brookz%20Remix_%20-%20Kalee.m4a,https://data25.chiasenhac.com/download2/2203/3/2202176-2f2eed4b/128/Em%20Da%20Chon%20Anh%20Ay%20Brookz%20Remix_%20-%20Kalee.mp3
Em Đã Chọn Anh Ấy (Liner Remix),Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-liner-remix-tsv7mc6cqt8vkv.html,https://data25.chiasenhac.com/download2/2203/3/2202175-52d5668b/32/Em%20Da%20Chon%20Anh%20Ay%20Liner%20Remix_%20-%20Kalee%20H.m4a,https://data25.chiasenhac.com/download2/2203/3/2202175-52d5668b/128/Em%20Da%20Chon%20Anh%20Ay%20Liner%20Remix_%20-%20Kalee%20H.mp3
Em Đã Chọn Anh Ấy,Kalee Hoàng; Thành Tar,https://chiasenhac.vn/mp3/kalee-hoang-thanh-tar/em-da-chon-anh-ay-tsv7mc6dqt8vkm.html,https://data25.chiasenhac.com/download2/2203/3/2202174-c6e85e68/32/Em%20Da%20Chon%20Anh%20Ay%20-%20Kalee%20Hoang_%20Thanh%20T.m4a,https://data25.chiasenhac.com/download2/2203/3/2202174-c6e85e68/128/Em%20Da%20Chon%20Anh%20Ay%20-%20Kalee%20Hoang_%20Thanh%20T.mp3
Hạnh Phúc Khi Mình Có Nhau,Việt Dũng,https://chiasenhac.vn/mp3/viet-dung/hanh-phuc-khi-minh-co-nhau-tsv7mc73qt8vtw.html,https://data25.chiasenhac.com/download2/2203/3/2202168-f674908e/32/Hanh%20Phuc%20Khi%20Minh%20Co%20Nhau%20-%20Viet%20Dung.m4a,https://data25.chiasenhac.com/download2/2203/3/2202168-f674908e/128/Hanh%20Phuc%20Khi%20Minh%20Co%20Nhau%20-%20Viet%20Dung.mp3
Lạc Thời,Hải Lưu,https://chiasenhac.vn/mp3/hai-luu/lac-thoi-tsv7mc76qt8vtk.html,https://data25.chiasenhac.com/download2/2203/3/2202165-3fda18c8/32/Lac%20Thoi%20-%20Hai%20Luu.m4a,https://data25.chiasenhac.com/download2/2203/3/2202165-3fda18c8/128/Lac%20Thoi%20-%20Hai%20Luu.mp3
Thế Giới Của Em Là Anh,Xuân Nghi,https://chiasenhac.vn/mp3/xuan-nghi/the-gioi-cua-em-la-anh-tsv7mc7rqt8vta.html,https://data25.chiasenhac.com/download2/2203/3/2202161-cab9813e/32/The%20Gioi%20Cua%20Em%20La%20Anh%20-%20Xuan%20Nghi.m4a,https://data25.chiasenhac.com/download2/2203/3/2202161-cab9813e/128/The%20Gioi%20Cua%20Em%20La%20Anh%20-%20Xuan%20Nghi.mp3
Chưa Bao Giờ Em Trách Anh (Lofi Version),Trương Linh Đan,https://chiasenhac.vn/mp3/truong-linh-dan/chua-bao-gio-em-trach-anh-lofi-version-tsv7mcrqqt8vae.html,https://data25.chiasenhac.com/download2/2203/3/2202109-ab98edde/32/Chua%20Bao%20Gio%20Em%20Trach%20Anh%20Lofi%20Version_.m4a,https://data25.chiasenhac.com/download2/2203/3/2202109-ab98edde/128/Chua%20Bao%20Gio%20Em%20Trach%20Anh%20Lofi%20Version_.mp3
Chưa Bao Giờ Em Trách Anh,Trương Linh Đan,https://chiasenhac.vn/mp3/truong-linh-dan/chua-bao-gio-em-trach-anh-tsv7mcrtqt8vaf.html,https://data25.chiasenhac.com/download2/2203/3/2202108-dc5733a8/32/Chua%20Bao%20Gio%20Em%20Trach%20Anh%20-%20Truong%20Linh.m4a,https://data25.chiasenhac.com/download2/2203/3/2202108-dc5733a8/128/Chua%20Bao%20Gio%20Em%20Trach%20Anh%20-%20Truong%20Linh.mp3
Có Qua Xa Để Gặp Lại,LOGUN,https://chiasenhac.vn/mp3/logun/co-qua-xa-de-gap-lai-tsv7mcbvqt8vq2.html,https://data25.chiasenhac.com/download2/2203/3/2202105-c0f1b841/32/Co%20Qua%20Xa%20De%20Gap%20Lai%20-%20LOGUN.m4a,https://data25.chiasenhac.com/download2/2203/3/2202105-c0f1b841/128/Co%20Qua%20Xa%20De%20Gap%20Lai%20-%20LOGUN.mp3
Never Give Up,Da LAB,https://chiasenhac.vn/mp3/da-lab/never-give-up-tsv7mcbsqt8vq4.html,https://data25.chiasenhac.com/download2/2203/3/2202103-f5af574f/32/Never%20Give%20Up%20-%20Da%20LAB.m4a,https://data25.chiasenhac.com/download2/2203/3/2202103-f5af574f/128/Never%20Give%20Up%20-%20Da%20LAB.mp3
Chúng Ta Không Còn Chúng Ta,Phạm Quỳnh Anh,https://chiasenhac.vn/mp3/pham-quynh-anh/chung-ta-khong-con-chung-ta-tsv7mcbmqt8vq8.html,https://data25.chiasenhac.com/download2/2203/3/2202099-c3870ff7/32/Chung%20Ta%20Khong%20Con%20Chung%20Ta%20-%20Pham%20Quynh.m4a,https://data25.chiasenhac.com/download2/2203/3/2202099-c3870ff7/128/Chung%20Ta%20Khong%20Con%20Chung%20Ta%20-%20Pham%20Quynh.mp3
Thương Quá Hóa Thừa,Tăng Quỳnh My,https://chiasenhac.vn/mp3/tang-quynh-my/thuong-qua-hoa-thua-tsv7mcbwqt8vq9.html,https://data25.chiasenhac.com/download2/2203/3/2202098-116fd124/32/Thuong%20Qua%20Hoa%20Thua%20-%20Tang%20Quynh%20My.m4a,https://data25.chiasenhac.com/download2/2203/3/2202098-116fd124/128/Thuong%20Qua%20Hoa%20Thua%20-%20Tang%20Quynh%20My.mp3
Món Quà Tặng Con,Khắc Việt,https://chiasenhac.vn/mp3/khac-viet/mon-qua-tang-con-tsv7mccsqt8vv4.html,https://data25.chiasenhac.com/download2/2203/3/2202087-bbaeff7d/32/Mon%20Qua%20Tang%20Con%20-%20Khac%20Viet.m4a,https://data25.chiasenhac.com/download2/2203/3/2202087-bbaeff7d/128/Mon%20Qua%20Tang%20Con%20-%20Khac%20Viet.mp3
Chơi Vơi,HHùng Cuội; B.,https://chiasenhac.vn/mp3/hhung-cuoi-b/choi-voi-tsv7mcc5qt8vvh.html,https://data25.chiasenhac.com/download2/2203/3/2202086-e0668a67/32/Choi%20Voi%20-%20HHung%20Cuoi_%20B_.m4a,https://data25.chiasenhac.com/download2/2203/3/2202086-e0668a67/128/Choi%20Voi%20-%20HHung%20Cuoi_%20B_.mp3
Tình Mẹ Cho Con,John Nguyễn Trí,https://chiasenhac.vn/mp3/john-nguyen-tri/tinh-me-cho-con-tsv7mcc7qt8vvt.html,https://data25.chiasenhac.com/download2/2203/3/2202084-61934a5b/32/Tinh%20Me%20Cho%20Con%20-%20John%20Nguyen%20Tri.m4a,https://data25.chiasenhac.com/download2/2203/3/2202084-61934a5b/128/Tinh%20Me%20Cho%20Con%20-%20John%20Nguyen%20Tri.mp3
Tìm Người Hàn Huyên,RainTee; Fill D; Sang Head; KaWaiiBi,https://chiasenhac.vn/mp3/raintee-fill-d-sang-head-kawaiibi/tim-nguoi-han-huyen-tsv7mct6qt8vfk.html,https://data25.chiasenhac.com/download2/2203/3/2202037-4218cd89/32/Tim%20Nguoi%20Han%20Huyen%20-%20RainTee_%20Fill%20D_%20S.m4a,https://data25.chiasenhac.com/download2/2203/3/2202037-4218cd89/128/Tim%20Nguoi%20Han%20Huyen%20-%20RainTee_%20Fill%20D_%20S.mp3
Ngược Hướng Tâm Tư,RainTee; Tiến Đào; Thiên Dương; Sang Head; KaWaiiBi,https://chiasenhac.vn/mp3/raintee-tien-dao-thien-duong-sang-head-kawaiibi/nguoc-huong-tam-tu-tsv7mct7qt8vft.html,https://data25.chiasenhac.com/download2/2203/3/2202036-9bf60747/32/Nguoc%20Huong%20Tam%20Tu%20-%20RainTee_%20Tien%20Dao_.m4a,https://data25.chiasenhac.com/download2/2203/3/2202036-9bf60747/128/Nguoc%20Huong%20Tam%20Tu%20-%20RainTee_%20Tien%20Dao_.mp3
Thính Tỷ,TraCy Thảo My; KaWaiiBi,https://chiasenhac.vn/mp3/tracy-thao-my-kawaiibi/thinh-ty-tsv7mctmqt8vf8.html,https://data25.chiasenhac.com/download2/2203/3/2202035-088d5c62/32/Thinh%20Ty%20-%20TraCy%20Thao%20My_%20KaWaiiBi.m4a,https://data25.chiasenhac.com/download2/2203/3/2202035-088d5c62/128/Thinh%20Ty%20-%20TraCy%20Thao%20My_%20KaWaiiBi.mp3
Về Phía Mưa (lofi Version),Trung Quân,https://chiasenhac.vn/mp3/trung-quan/ve-phia-mua-lofi-version-tsv7mctwqt8vf9.html,https://data25.chiasenhac.com/download2/2203/3/2202034-fc5bac3b/32/Ve%20Phia%20Mua%20lofi%20Version_%20-%20Trung%20Quan.m4a,https://data25.chiasenhac.com/download2/2203/3/2202034-fc5bac3b/128/Ve%20Phia%20Mua%20lofi%20Version_%20-%20Trung%20Quan.mp3
Trong Nhà Ngày Mưa (lofi Version) (feat Negav),Trung Quân; Negav,https://chiasenhac.vn/mp3/trung-quan-negav/trong-nha-ngay-mua-lofi-version-feat-negav-tsv7mctrqt8vfa.html,https://data25.chiasenhac.com/download2/2203/3/2202033-1bd5ae68/32/Trong%20Nha%20Ngay%20Mua%20lofi%20Version_%20feat%20Ne.m4a,https://data25.chiasenhac.com/download2/2203/3/2202033-1bd5ae68/128/Trong%20Nha%20Ngay%20Mua%20lofi%20Version_%20feat%20Ne.mp3
Tan Trong Mưa (lofi Version),Trung Quân,https://chiasenhac.vn/mp3/trung-quan/tan-trong-mua-lofi-version-tsv7mctbqt8vfq.html,https://data25.chiasenhac.com/download2/2203/3/2202032-9ef45f75/32/Tan%20Trong%20Mua%20lofi%20Version_%20-%20Trung%20Quan.m4a,https://data25.chiasenhac.com/download2/2203/3/2202032-9ef45f75/128/Tan%20Trong%20Mua%20lofi%20Version_%20-%20Trung%20Quan.mp3
Những Ngày Mưa Cô Đơn (lofi Version),Trung Quân,https://chiasenhac.vn/mp3/trung-quan/nhung-ngay-mua-co-don-lofi-version-tsv7mctcqt8vfv.html,https://data25.chiasenhac.com/download2/2203/3/2202031-6e828e96/32/Nhung%20Ngay%20Mua%20Co%20Don%20lofi%20Version_%20-%20Tr.m4a,https://data25.chiasenhac.com/download2/2203/3/2202031-6e828e96/128/Nhung%20Ngay%20Mua%20Co%20Don%20lofi%20Version_%20-%20Tr.mp3
Con Là Cả Thế Giới (Lofi Version),Hồng Dương; Piggy,https://chiasenhac.vn/mp3/hong-duong-piggy/con-la-ca-the-gioi-lofi-version-tsv7md05qt8mnh.html,https://data25.chiasenhac.com/download2/2203/3/2202022-2701e7da/32/Con%20La%20Ca%20The%20Gioi%20Lofi%20Version_%20-%20Hong.m4a,https://data25.chiasenhac.com/download2/2203/3/2202022-2701e7da/128/Con%20La%20Ca%20The%20Gioi%20Lofi%20Version_%20-%20Hong.mp3
Nơi Bình Yên Ta Đến,Cỏ; Enti,https://chiasenhac.vn/mp3/co-enti/noi-binh-yen-ta-den-tsv7md0mqt8mn8.html,https://data25.chiasenhac.com/download2/2203/3/2202019-6a0227a9/32/Noi%20Binh%20Yen%20Ta%20Den%20-%20Co_%20Enti.m4a,https://data25.chiasenhac.com/download2/2203/3/2202019-6a0227a9/128/Noi%20Binh%20Yen%20Ta%20Den%20-%20Co_%20Enti.mp3
Mình Cưới Thôi,LEO; JENY.PM,https://chiasenhac.vn/mp3/leo-jenypm/minh-cuoi-thoi-tsv7md0bqt8mnq.html,https://data25.chiasenhac.com/download2/2203/3/2202016-7e61807c/32/Minh%20Cuoi%20Thoi%20-%20LEO_%20JENY_PM.m4a,https://data25.chiasenhac.com/download2/2203/3/2202016-7e61807c/128/Minh%20Cuoi%20Thoi%20-%20LEO_%20JENY_PM.mp3
Gọi Nhau Là Gì Đây,Lưu Nhược Ni,https://chiasenhac.vn/mp3/luu-nhuoc-ni/goi-nhau-la-gi-day-tsv7md0tqt8mnf.html,https://data25.chiasenhac.com/download2/2203/3/2202012-c7feff56/32/Goi%20Nhau%20La%20Gi%20Day%20-%20Luu%20Nhuoc%20Ni.m4a,https://data25.chiasenhac.com/download2/2203/3/2202012-c7feff56/128/Goi%20Nhau%20La%20Gi%20Day%20-%20Luu%20Nhuoc%20Ni.mp3
Trắng Đen Vô Thường,Trịnh Tuấn Vỹ,https://chiasenhac.vn/mp3/trinh-tuan-vy/trang-den-vo-thuong-tsv7mdv7qt8m2t.html,https://data25.chiasenhac.com/download2/2202/3/2201988-aa1efaa5/32/Trang%20Den%20Vo%20Thuong%20-%20Trinh%20Tuan%20Vy.m4a,https://data25.chiasenhac.com/download2/2202/3/2201988-aa1efaa5/128/Trang%20Den%20Vo%20Thuong%20-%20Trinh%20Tuan%20Vy.mp3
Tan Vỡ,Chi Dân,https://chiasenhac.vn/mp3/chi-dan/tan-vo-tsv7mdvmqt8m28.html,https://data25.chiasenhac.com/download2/2202/3/2201987-462b9fbc/32/Tan%20Vo%20-%20Chi%20Dan.m4a,https://data25.chiasenhac.com/download2/2202/3/2201987-462b9fbc/128/Tan%20Vo%20-%20Chi%20Dan.mp3
Cảm Nhận,Seachains,https://chiasenhac.vn/mp3/seachains/cam-nhan-tsv7mdvcqt8m2v.html,https://data25.chiasenhac.com/download2/2202/3/2201983-db345ad5/32/Cam%20Nhan%20-%20Seachains.m4a,https://data25.chiasenhac.com/download2/2202/3/2201983-db345ad5/128/Cam%20Nhan%20-%20Seachains.mp3
Falling On You,Vsoul,https://chiasenhac.vn/mp3/vsoul/falling-on-you-tsv7mdvdqt8m2m.html,https://data25.chiasenhac.com/download2/2202/3/2201982-45f25f9d/32/Falling%20On%20You%20-%20Vsoul.m4a,https://data25.chiasenhac.com/download2/2202/3/2201982-45f25f9d/128/Falling%20On%20You%20-%20Vsoul.mp3
Envy,Dian,https://chiasenhac.vn/mp3/dian/envy-tsv7mdvqqt8m2e.html,https://data25.chiasenhac.com/download2/2202/3/2201981-2fd3c1d5/32/Envy%20-%20Dian.m4a,https://data25.chiasenhac.com/download2/2202/3/2201981-2fd3c1d5/128/Envy%20-%20Dian.mp3
Vòng Suy Nghĩ,Mai Âm Nhạc,https://chiasenhac.vn/mp3/mai-am-nhac/vong-suy-nghi-tsv7mdvtqt8m2f.html,https://data25.chiasenhac.com/download2/2202/3/2201980-21f3ca96/32/Vong%20Suy%20Nghi%20-%20Mai%20Am%20Nhac.m4a,https://data25.chiasenhac.com/download2/2202/3/2201980-21f3ca96/128/Vong%20Suy%20Nghi%20-%20Mai%20Am%20Nhac.mp3
Không Phải Tại Nó,Mai Ngô,https://chiasenhac.vn/mp3/mai-ngo/khong-phai-tai-no-tsv7md30qt8mwn.html,https://data25.chiasenhac.com/download2/2202/3/2201979-9463f114/32/Khong%20Phai%20Tai%20No%20-%20Mai%20Ngo.m4a,https://data25.chiasenhac.com/download2/2202/3/2201979-9463f114/128/Khong%20Phai%20Tai%20No%20-%20Mai%20Ngo.mp3
Hiên Ngang Ngẩng Đầu,BRT,https://chiasenhac.vn/mp3/brt/hien-ngang-ngang-dau-tsv7md3zqt8mw1.html,https://data25.chiasenhac.com/download2/2202/3/2201978-c7d36678/32/Hien%20Ngang%20Ngang%20Dau%20-%20BRT.m4a,https://data25.chiasenhac.com/download2/2202/3/2201978-c7d36678/128/Hien%20Ngang%20Ngang%20Dau%20-%20BRT.mp3
Đây Là Rap Việt 2,Wowy;  Karik;  Binz;  Rhymastic;  JustaTee;  Lil'  Knight,https://chiasenhac.vn/mp3/wowy-karik-binz-rhymastic-justatee-lil039-knight/day-la-rap-viet-2-tsv7md3vqt8mw2.html,https://data25.chiasenhac.com/download2/2202/3/2201977-717ee4a4/32/Day%20La%20Rap%20Viet%202%20-%20Wowy_%20Karik_%20Binz_%20R.m4a,https://data25.chiasenhac.com/download2/2202/3/2201977-717ee4a4/128/Day%20La%20Rap%20Viet%202%20-%20Wowy_%20Karik_%20Binz_%20R.mp3
Về Quê Anh Lo (Remix),Út Nhị,https://chiasenhac.vn/mp3/ut-nhi/ve-que-anh-lo-remix-tsv7md35qt8mwh.html,https://data25.chiasenhac.com/download2/2202/3/2201974/32/Ve%20Que%20Anh%20Lo%20Remix_%20-%20Ut%20Nhi.m4a,https://data25.chiasenhac.com/download2/2202/3/2201974/128/Ve%20Que%20Anh%20Lo%20Remix_%20-%20Ut%20Nhi.mp3
Yêu đừng sợ đau,Ngô Lan Hương,https://chiasenhac.vn/mp3/ngo-lan-huong/yeu-dung-so-dau-tsv7md3tqt8mwf.html,https://data25.chiasenhac.com/download2/2202/3/2201964-744e48e0/32/Yeu%20dung%20so%20dau%20-%20Ngo%20Lan%20Huong.m4a,https://data25.chiasenhac.com/download2/2202/3/2201964-744e48e0/128/Yeu%20dung%20so%20dau%20-%20Ngo%20Lan%20Huong.mp3
Ninh Cường Trong Tim Tôi,John Nguyễn Trí,https://chiasenhac.vn/mp3/john-nguyen-tri/ninh-cuong-trong-tim-toi-tsv7md5vqt8mh2.html,https://data25.chiasenhac.com/download2/2202/3/2201945-7f20f92c/32/Ninh%20Cuong%20Trong%20Tim%20Toi%20-%20John%20Nguyen%20T.m4a,https://data25.chiasenhac.com/download2/2202/3/2201945-7f20f92c/128/Ninh%20Cuong%20Trong%20Tim%20Toi%20-%20John%20Nguyen%20T.mp3
Lối Cũ Ta Về,Trọng Bắc,https://chiasenhac.vn/mp3/trong-bac/loi-cu-ta-ve-tsv7md6rqt8mka.html,https://data25.chiasenhac.com/download2/2202/3/2201921-82d15999/32/Loi%20Cu%20Ta%20Ve%20-%20Trong%20Bac.m4a,https://data25.chiasenhac.com/download2/2202/3/2201921-82d15999/128/Loi%20Cu%20Ta%20Ve%20-%20Trong%20Bac.mp3
Bước Chân Lẻ Loi,Bằng Kiều,https://chiasenhac.vn/mp3/bang-kieu/buoc-chan-le-loi-tsv7md6bqt8mkq.html,https://data25.chiasenhac.com/download2/2202/3/2201920-5fcc7101/32/Buoc%20Chan%20Le%20Loi%20-%20Bang%20Kieu.m4a,https://data25.chiasenhac.com/download2/2202/3/2201920-5fcc7101/128/Buoc%20Chan%20Le%20Loi%20-%20Bang%20Kieu.mp3
Hoa Cỏ Mùa Xuân,Lê Hiếu; Juky San,https://chiasenhac.vn/mp3/le-hieu-juky-san/hoa-co-mua-xuan-tsv7md6cqt8mkv.html,https://data25.chiasenhac.com/download2/2202/3/2201919-e88a5aff/32/Hoa%20Co%20Mua%20Xuan%20-%20Le%20Hieu_%20Juky%20San.m4a,https://data25.chiasenhac.com/download2/2202/3/2201919-e88a5aff/128/Hoa%20Co%20Mua%20Xuan%20-%20Le%20Hieu_%20Juky%20San.mp3
Có Bao Giờ,Thuỳ Chi,https://chiasenhac.vn/mp3/thuy-chi/co-bao-gio-tsv7md6dqt8mkm.html,https://data25.chiasenhac.com/download2/2202/3/2201918-f2a5636c/32/Co%20Bao%20Gio%20-%20Thuy%20Chi.m4a,https://data25.chiasenhac.com/download2/2202/3/2201918-f2a5636c/128/Co%20Bao%20Gio%20-%20Thuy%20Chi.mp3
Ước Gì,Trọng Bắc,https://chiasenhac.vn/mp3/trong-bac/uoc-gi-tsv7md6qqt8mke.html,https://data25.chiasenhac.com/download2/2202/3/2201917-a16fedea/32/Uoc%20Gi%20-%20Trong%20Bac.m4a,https://data25.chiasenhac.com/download2/2202/3/2201917-a16fedea/128/Uoc%20Gi%20-%20Trong%20Bac.mp3
