Title,Artist,Link bài hát,Link .m4a,Link .mp3
Deep Sea Cocoon,Guilty Kiss,https://chiasenhac.vn/mp3/guilty-kiss/deep-sea-cocoon-tsv7mdzcqt8m1v.html,https://data25.chiasenhac.com/download2/2202/3/2201999-6d508416/32/Deep%20Sea%20Cocoon%20-%20Guilty%20Kiss.m4a,https://data25.chiasenhac.com/download2/2202/3/2201999-6d508416/128/Deep%20Sea%20Cocoon%20-%20Guilty%20Kiss.mp3
Shooting Star Warrior,Guilty Kiss,https://chiasenhac.vn/mp3/guilty-kiss/shooting-star-warrior-tsv7mdzdqt8m1m.html,https://data25.chiasenhac.com/download2/2202/3/2201998-aa02319e/32/Shooting%20Star%20Warrior%20-%20Guilty%20Kiss.m4a,https://data25.chiasenhac.com/download2/2202/3/2201998-aa02319e/128/Shooting%20Star%20Warrior%20-%20Guilty%20Kiss.mp3
Akeboshi (明け星),LiSA,https://chiasenhac.vn/mp3/lisa/akeboshi-tsv7md65qt8mkh.html,https://data25.chiasenhac.com/download2/2202/3/2201926-e3720389/32/Akeboshi%20-%20LiSA.m4a,https://data25.chiasenhac.com/download2/2202/3/2201926-e3720389/128/Akeboshi%20-%20LiSA.mp3
"Picotaru Mono, Fever! (ピコたるもの、ふぃーばー!)",Kasumi ; Ran; Aya; Yukina; Kokoro ; Mashiro ; LAYER,https://chiasenhac.vn/mp3/kasumi-ran-aya-yukina-kokoro-mashiro-layer/picotaru-mono-fever-tsv7md6wqt8mk9.html,https://data25.chiasenhac.com/download2/2202/3/2201922-c7e1b09b/32/Picotaru%20Mono_%20Fever_%20-%20Kasumi%20Ran_%20Aya_.m4a,https://data25.chiasenhac.com/download2/2202/3/2201922-c7e1b09b/128/Picotaru%20Mono_%20Fever_%20-%20Kasumi%20Ran_%20Aya_.mp3
Rabureta (ラブレター),Aimi,https://chiasenhac.vn/mp3/aimi/rabureta-tsv7mdwdqt8m9m.html,https://data25.chiasenhac.com/download2/2202/3/2201870-1e5739bc/32/Rabureta%20-%20Aimi.m4a,https://data25.chiasenhac.com/download2/2202/3/2201870-1e5739bc/128/Rabureta%20-%20Aimi.mp3
MAYDAY,Aimi,https://chiasenhac.vn/mp3/aimi/mayday-tsv7mdwqqt8m9e.html,https://data25.chiasenhac.com/download2/2202/3/2201869-a4469597/32/MAYDAY%20-%20Aimi.m4a,https://data25.chiasenhac.com/download2/2202/3/2201869-a4469597/128/MAYDAY%20-%20Aimi.mp3
ReSTARTING!!,Aimi,https://chiasenhac.vn/mp3/aimi/restarting-tsv7mdwtqt8m9f.html,https://data25.chiasenhac.com/download2/2202/3/2201868-041ff9ba/32/ReSTARTING__%20-%20Aimi.m4a,https://data25.chiasenhac.com/download2/2202/3/2201868-041ff9ba/128/ReSTARTING__%20-%20Aimi.mp3
Pittari Shittari Kuristmasu Unreleased Cover Version,Berryz Koubou,https://chiasenhac.vn/mp3/berryz-koubou/pittari-shittari-kuristmasu-unreleased-cover-version-tsv7mqr7qt8eat.html,https://data25.chiasenhac.com/download2/2202/3/2201604/32/Pittari%20Shittari%20Kuristmasu%20Unreleased%20C.m4a,https://data25.chiasenhac.com/download2/2202/3/2201604/128/Pittari%20Shittari%20Kuristmasu%20Unreleased%20C.mp3
Mo Mochi ! Yurushite Nya No ♡ Taisō,Berryz Koubou,https://chiasenhac.vn/mp3/berryz-koubou/mo-mochi-yurushite-nya-no-tais-tsv7mqrmqt8ea8.html,https://data25.chiasenhac.com/download2/2202/3/2201603/32/Mo%20Mochi%20Yurushite%20Nya%20No%20Taiso%20-%20Berryz.m4a,https://data25.chiasenhac.com/download2/2202/3/2201603/128/Mo%20Mochi%20Yurushite%20Nya%20No%20Taiso%20-%20Berryz.mp3
"Futsū , Aidoru 10 Nen Yatte Ran Naidesho",Berryz Koubou,https://chiasenhac.vn/mp3/berryz-koubou/futs-aidoru-10-nen-yatte-ran-naidesho-tsv7mqrwqt8ea9.html,https://data25.chiasenhac.com/download2/2202/3/2201602/32/Futsu%20Aidoru%2010%20Nen%20Yatte%20Ran%20Naidesho%20-.m4a,https://data25.chiasenhac.com/download2/2202/3/2201602/128/Futsu%20Aidoru%2010%20Nen%20Yatte%20Ran%20Naidesho%20-.mp3
Koi Uta From The First Take,Shota Shimizu,https://chiasenhac.vn/mp3/shota-shimizu/koi-uta-from-the-first-take-tsv7mqq7qt8eet.html,https://data25.chiasenhac.com/download2/2202/3/2201540-0dbe4532/32/Koi%20Uta%20From%20The%20First%20Take%20-%20Shota%20Shim.m4a,https://data25.chiasenhac.com/download2/2202/3/2201540-0dbe4532/128/Koi%20Uta%20From%20The%20First%20Take%20-%20Shota%20Shim.mp3
Outsider (Japanese Ver.),BTOB,https://chiasenhac.vn/mp3/btob/outsider-japanese-ver-tsv7mtbtqt8fqf.html,https://data25.chiasenhac.com/download2/2202/3/2201324-112dd45f/32/Outsider%20Japanese%20Ver__%20-%20BTOB.m4a,https://data25.chiasenhac.com/download2/2202/3/2201324-112dd45f/128/Outsider%20Japanese%20Ver__%20-%20BTOB.mp3
Call,Stray Kids,https://chiasenhac.vn/mp3/stray-kids/call-tsv7mtccqt8fvv.html,https://data25.chiasenhac.com/download2/2202/3/2201311-fff7857d/32/Call%20-%20Stray%20Kids.m4a,https://data25.chiasenhac.com/download2/2202/3/2201311-fff7857d/128/Call%20-%20Stray%20Kids.mp3
Scars,Stray Kids,https://chiasenhac.vn/mp3/stray-kids/scars-tsv7mtcdqt8fvm.html,https://data25.chiasenhac.com/download2/2202/3/2201310-42a6bc42/32/Scars%20-%20Stray%20Kids.m4a,https://data25.chiasenhac.com/download2/2202/3/2201310-42a6bc42/128/Scars%20-%20Stray%20Kids.mp3
Boy,King Gnu,https://chiasenhac.vn/mp3/king-gnu/boy-tsv7mtdwqt8fm9.html,https://data25.chiasenhac.com/download2/2202/3/2201298-f395d959/32/Boy%20-%20King%20Gnu.m4a,https://data25.chiasenhac.com/download2/2202/3/2201298-f395d959/128/Boy%20-%20King%20Gnu.mp3
Yu-Ke (往け),LiSA,https://chiasenhac.vn/mp3/lisa/yu-ke-tsv7mtdrqt8fma.html,https://data25.chiasenhac.com/download2/2202/3/2201297-6fc06868/32/Yu-Ke%20-%20LiSA.m4a,https://data25.chiasenhac.com/download2/2202/3/2201297-6fc06868/128/Yu-Ke%20-%20LiSA.mp3
Madoromi (マドロミ) (Instrumental),Amane Kanata; Tokoyami Towa,https://chiasenhac.vn/mp3/amane-kanata-tokoyami-towa/madoromi-instrumental-tsv7w0vsqt9n24.html,https://data25.chiasenhac.com/download2/2202/3/2201223-7ec96309/32/Madoromi%20Instrumental_%20-%20Amane%20Kanata_%20T.m4a,https://data25.chiasenhac.com/download2/2202/3/2201223-7ec96309/128/Madoromi%20Instrumental_%20-%20Amane%20Kanata_%20T.mp3
Madoromi (マドロミ),Amane Kanata; Tokoyami Towa,https://chiasenhac.vn/mp3/amane-kanata-tokoyami-towa/madoromi-tsv7w0v5qt9n2h.html,https://data25.chiasenhac.com/download2/2202/3/2201222-81148368/32/Madoromi%20-%20Amane%20Kanata_%20Tokoyami%20Towa.m4a,https://data25.chiasenhac.com/download2/2202/3/2201222-81148368/128/Madoromi%20-%20Amane%20Kanata_%20Tokoyami%20Towa.mp3
Dragon Night (English Version),Sekai No Owari,https://chiasenhac.vn/mp3/sekai-no-owari/dragon-night-english-version-tsv7wzv6qt912k.html,https://data25.chiasenhac.com/download2/2201/3/2200965/32/Dragon%20Night%20English%20Version_%20-%20Sekai%20No.m4a,https://data25.chiasenhac.com/download2/2201/3/2200965/128/Dragon%20Night%20English%20Version_%20-%20Sekai%20No.mp3
Tokyo City Underground,PASSEPIED,https://chiasenhac.vn/mp3/passepied/tokyo-city-underground-tsv7wzv7qt912t.html,https://data25.chiasenhac.com/download2/2201/3/2200964/32/Tokyo%20City%20Underground%20-%20PASSEPIED.m4a,https://data25.chiasenhac.com/download2/2201/3/2200964/128/Tokyo%20City%20Underground%20-%20PASSEPIED.mp3
Ray (Moe Shop Remix),PassCode,https://chiasenhac.vn/mp3/passcode/ray-moe-shop-remix-tsv7wv3cqt92wv.html,https://data25.chiasenhac.com/download2/2201/3/2200687-ca6ad858/32/Ray%20Moe%20Shop%20Remix_%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200687-ca6ad858/128/Ray%20Moe%20Shop%20Remix_%20-%20PassCode.mp3
Catharsis,PassCode,https://chiasenhac.vn/mp3/passcode/catharsis-tsv7wv3dqt92wm.html,https://data25.chiasenhac.com/download2/2201/3/2200686-f868abbb/32/Catharsis%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200686-f868abbb/128/Catharsis%20-%20PassCode.mp3
Cry Out,PassCode,https://chiasenhac.vn/mp3/passcode/cry-out-tsv7wv3qqt92we.html,https://data25.chiasenhac.com/download2/2201/3/2200685-a2847dc2/32/Cry%20Out%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200685-a2847dc2/128/Cry%20Out%20-%20PassCode.mp3
Trickster,PassCode,https://chiasenhac.vn/mp3/passcode/trickster-tsv7wv3tqt92wf.html,https://data25.chiasenhac.com/download2/2201/3/2200684-409ceedc/32/Trickster%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200684-409ceedc/128/Trickster%20-%20PassCode.mp3
Seize Approaching Brand New Era,PassCode,https://chiasenhac.vn/mp3/passcode/seize-approaching-brand-new-era-tsv7wvs0qt924n.html,https://data25.chiasenhac.com/download2/2201/3/2200683-3edaa40b/32/Seize%20Approaching%20Brand%20New%20Era%20-%20PassCo.m4a,https://data25.chiasenhac.com/download2/2201/3/2200683-3edaa40b/128/Seize%20Approaching%20Brand%20New%20Era%20-%20PassCo.mp3
Projection,PassCode,https://chiasenhac.vn/mp3/passcode/projection-tsv7wvszqt9241.html,https://data25.chiasenhac.com/download2/2201/3/2200682-5970a139/32/Projection%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200682-5970a139/128/Projection%20-%20PassCode.mp3
Scarlet Night,PassCode,https://chiasenhac.vn/mp3/passcode/scarlet-night-tsv7wvsvqt9242.html,https://data25.chiasenhac.com/download2/2201/3/2200681-6592d449/32/Scarlet%20Night%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200681-6592d449/128/Scarlet%20Night%20-%20PassCode.mp3
Toxic,PassCode,https://chiasenhac.vn/mp3/passcode/toxic-tsv7wvs3qt924w.html,https://data25.chiasenhac.com/download2/2201/3/2200680-289a4900/32/Toxic%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200680-289a4900/128/Toxic%20-%20PassCode.mp3
Voice,PassCode,https://chiasenhac.vn/mp3/passcode/voice-tsv7wvssqt9244.html,https://data25.chiasenhac.com/download2/2201/3/2200679-6c6cb5a3/32/Voice%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200679-6c6cb5a3/128/Voice%20-%20PassCode.mp3
Stealth Haze,PassCode,https://chiasenhac.vn/mp3/passcode/stealth-haze-tsv7wvs5qt924h.html,https://data25.chiasenhac.com/download2/2201/3/2200678-50b8c90f/32/Stealth%20Haze%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200678-50b8c90f/128/Stealth%20Haze%20-%20PassCode.mp3
Gekidou Progressive,PassCode,https://chiasenhac.vn/mp3/passcode/gekidou-progressive-tsv7wvs6qt924k.html,https://data25.chiasenhac.com/download2/2201/3/2200677-1e8e40ab/32/Gekidou%20Progressive%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200677-1e8e40ab/128/Gekidou%20Progressive%20-%20PassCode.mp3
Horoscope,PassCode,https://chiasenhac.vn/mp3/passcode/horoscope-tsv7wvs7qt924t.html,https://data25.chiasenhac.com/download2/2201/3/2200676-f0a4b1fe/32/Horoscope%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200676-f0a4b1fe/128/Horoscope%20-%20PassCode.mp3
Ninja Bomber,PassCode,https://chiasenhac.vn/mp3/passcode/ninja-bomber-tsv7wvsmqt9248.html,https://data25.chiasenhac.com/download2/2201/3/2200675-2fdb4e3f/32/Ninja%20Bomber%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200675-2fdb4e3f/128/Ninja%20Bomber%20-%20PassCode.mp3
4,PassCode,https://chiasenhac.vn/mp3/passcode/4-tsv7wvswqt9249.html,https://data25.chiasenhac.com/download2/2201/3/2200674-46634d82/32/4%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200674-46634d82/128/4%20-%20PassCode.mp3
Club Kids Never Die,PassCode,https://chiasenhac.vn/mp3/passcode/club-kids-never-die-tsv7wvsrqt924a.html,https://data25.chiasenhac.com/download2/2201/3/2200673-343a9ef0/32/Club%20Kids%20Never%20Die%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200673-343a9ef0/128/Club%20Kids%20Never%20Die%20-%20PassCode.mp3
Trace,PassCode,https://chiasenhac.vn/mp3/passcode/trace-tsv7wvsbqt924q.html,https://data25.chiasenhac.com/download2/2201/3/2200672-f4216f96/32/Trace%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200672-f4216f96/128/Trace%20-%20PassCode.mp3
Rise In Revolt,PassCode,https://chiasenhac.vn/mp3/passcode/rise-in-revolt-tsv7wvscqt924v.html,https://data25.chiasenhac.com/download2/2201/3/2200671-0809222d/32/Rise%20In%20Revolt%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200671-0809222d/128/Rise%20In%20Revolt%20-%20PassCode.mp3
Link,PassCode,https://chiasenhac.vn/mp3/passcode/link-tsv7wv5vqt92h2.html,https://data25.chiasenhac.com/download2/2201/3/2200665-d85abb74/32/Link%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200665-d85abb74/128/Link%20-%20PassCode.mp3
Anything New (PrayInTheSky Edit),PassCode,https://chiasenhac.vn/mp3/passcode/anything-new-prayinthesky-edit-tsv7wv53qt92hw.html,https://data25.chiasenhac.com/download2/2201/3/2200664-86c100ca/32/Anything%20New%20PrayInTheSky%20Edit_%20-%20PassCo.m4a,https://data25.chiasenhac.com/download2/2201/3/2200664-86c100ca/128/Anything%20New%20PrayInTheSky%20Edit_%20-%20PassCo.mp3
Spark Ignition,PassCode,https://chiasenhac.vn/mp3/passcode/spark-ignition-tsv7wv5sqt92h4.html,https://data25.chiasenhac.com/download2/2201/3/2200663-9ad6f37e/32/Spark%20Ignition%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200663-9ad6f37e/128/Spark%20Ignition%20-%20PassCode.mp3
Starry Sky,PassCode,https://chiasenhac.vn/mp3/passcode/starry-sky-tsv7wv55qt92hh.html,https://data25.chiasenhac.com/download2/2201/3/2200662-7da86d43/32/Starry%20Sky%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200662-7da86d43/128/Starry%20Sky%20-%20PassCode.mp3
Atlas,PassCode,https://chiasenhac.vn/mp3/passcode/atlas-tsv7wv56qt92hk.html,https://data25.chiasenhac.com/download2/2201/3/2200661-0e3cce15/32/Atlas%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200661-0e3cce15/128/Atlas%20-%20PassCode.mp3
It's You,PassCode,https://chiasenhac.vn/mp3/passcode/it039s-you-tsv7wv57qt92ht.html,https://data25.chiasenhac.com/download2/2201/3/2200660-77741e6c/32/It_s%20You%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200660-77741e6c/128/It_s%20You%20-%20PassCode.mp3
Tonight,PassCode,https://chiasenhac.vn/mp3/passcode/tonight-tsv7wv5mqt92h8.html,https://data25.chiasenhac.com/download2/2201/3/2200659-0e82832e/32/Tonight%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200659-0e82832e/128/Tonight%20-%20PassCode.mp3
Taking You Out,PassCode,https://chiasenhac.vn/mp3/passcode/taking-you-out-tsv7wv5wqt92h9.html,https://data25.chiasenhac.com/download2/2201/3/2200658-8ab72f36/32/Taking%20You%20Out%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200658-8ab72f36/128/Taking%20You%20Out%20-%20PassCode.mp3
Ray,PassCode,https://chiasenhac.vn/mp3/passcode/ray-tsv7wv5rqt92ha.html,https://data25.chiasenhac.com/download2/2201/3/2200657-36715e97/32/Ray%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200657-36715e97/128/Ray%20-%20PassCode.mp3
Never Sleep Again,PassCode,https://chiasenhac.vn/mp3/passcode/never-sleep-again-tsv7wv5bqt92hq.html,https://data25.chiasenhac.com/download2/2201/3/2200656-f17cd254/32/Never%20Sleep%20Again%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200656-f17cd254/128/Never%20Sleep%20Again%20-%20PassCode.mp3
Axis,PassCode,https://chiasenhac.vn/mp3/passcode/axis-tsv7wv5cqt92hv.html,https://data25.chiasenhac.com/download2/2201/3/2200655-12d6840a/32/Axis%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200655-12d6840a/128/Axis%20-%20PassCode.mp3
Same To You,PassCode,https://chiasenhac.vn/mp3/passcode/same-to-you-tsv7wv5dqt92hm.html,https://data25.chiasenhac.com/download2/2201/3/2200654-51a53b9b/32/Same%20To%20You%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200654-51a53b9b/128/Same%20To%20You%20-%20PassCode.mp3
One Step Beyond,PassCode,https://chiasenhac.vn/mp3/passcode/one-step-beyond-tsv7wv5qqt92he.html,https://data25.chiasenhac.com/download2/2201/3/2200653-008a3964/32/One%20Step%20Beyond%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200653-008a3964/128/One%20Step%20Beyond%20-%20PassCode.mp3
Bite The Bullet,PassCode,https://chiasenhac.vn/mp3/passcode/bite-the-bullet-tsv7wv5tqt92hf.html,https://data25.chiasenhac.com/download2/2201/3/2200652-13104aef/32/Bite%20The%20Bullet%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200652-13104aef/128/Bite%20The%20Bullet%20-%20PassCode.mp3
Miss Unlimited,PassCode,https://chiasenhac.vn/mp3/passcode/miss-unlimited-tsv7wv60qt92kn.html,https://data25.chiasenhac.com/download2/2201/3/2200651-077139f6/32/Miss%20Unlimited%20-%20PassCode.m4a,https://data25.chiasenhac.com/download2/2201/3/2200651-077139f6/128/Miss%20Unlimited%20-%20PassCode.mp3
DON'T STOP DA MUSIC!!!,DOMINO,https://chiasenhac.vn/mp3/domino/don039t-stop-da-music-tsv7w30qqt9wne.html,https://data25.chiasenhac.com/download2/2201/3/2200477-3bde571f/32/DON_T%20STOP%20DA%20MUSIC___%20-%20DOMINO.m4a,https://data25.chiasenhac.com/download2/2201/3/2200477-3bde571f/128/DON_T%20STOP%20DA%20MUSIC___%20-%20DOMINO.mp3
20!!!,DOMINO,https://chiasenhac.vn/mp3/domino/20-tsv7w30tqt9wnf.html,https://data25.chiasenhac.com/download2/2201/3/2200476-413eefb1/32/20___%20-%20DOMINO.m4a,https://data25.chiasenhac.com/download2/2201/3/2200476-413eefb1/128/20___%20-%20DOMINO.mp3
